#### pytwalk: twalk Output, finished: 2023.11.20:09:03:10
#"par 0", "par 1", "Energy"
301.645024614315 207.707344712053 -179.77134898007
301.645024614315 207.707344712053 -179.77134898007
301.645024614315 207.707344712053 -179.77134898007
301.645024614315 207.707344712053 -179.77134898007
301.645024614315 207.707344712053 -179.77134898007
301.645024614315 207.707344712053 -179.77134898007
301.645024614315 207.707344712053 -179.77134898007
325.849884232739 190.335848990443 -179.538671046759
371.168774127981 233.414169456488 -176.889297982139
371.168774127981 233.414169456488 -176.889297982139
371.168774127981 233.414169456488 -176.889297982139
371.168774127981 233.414169456488 -176.889297982139
371.168774127981 233.414169456488 -176.889297982139
371.168774127981 233.414169456488 -176.889297982139
371.168774127981 233.414169456488 -176.889297982139
330.519783729624 219.644592375122 -179.124859536405
330.519783729624 219.644592375122 -179.124859536405
217.217612827699 412.066443965441 -177.526247170519
217.217612827699 412.066443965441 -177.526247170519
217.217612827699 412.066443965441 -177.526247170519
217.217612827699 412.066443965441 -177.526247170519
217.217612827699 412.066443965441 -177.526247170519
217.217612827699 412.066443965441 -177.526247170519
211.171306511632 339.397454610027 -178.220396632976
211.171306511632 339.397454610027 -178.220396632976
211.171306511632 339.397454610027 -178.220396632976
211.171306511632 339.397454610027 -178.220396632976
410.86917977063 115.0033722029 -176.468763079132
228.939135010108 319.43231673842 -178.857427346829
228.939135010108 319.43231673842 -178.857427346829
228.939135010108 319.43231673842 -178.857427346829
228.939135010108 319.43231673842 -178.857427346829
228.939135010108 319.43231673842 -178.857427346829
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
257.237013822676 303.975144964105 -179.215688889067
248.429304142579 337.363117948468 -178.777304081465
248.429304142579 337.363117948468 -178.777304081465
254.626318706667 254.37895073363 -179.740372526999
315.266467130481 113.51186233381 -178.831825354236
315.266467130481 113.51186233381 -178.831825354236
228.383025408146 315.342131284377 -178.884744070449
228.383025408146 315.342131284377 -178.884744070449
228.383025408146 315.342131284377 -178.884744070449
228.383025408146 315.342131284377 -178.884744070449
228.383025408146 315.342131284377 -178.884744070449
228.383025408146 315.342131284377 -178.884744070449
228.383025408146 315.342131284377 -178.884744070449
268.349627201052 352.799911102061 -178.245435090145
268.349627201052 352.799911102061 -178.245435090145
268.349627201052 352.799911102061 -178.245435090145
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
266.128590208967 448.690745525939 -176.098391848298
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
251.08804931857 491.430793426836 -175.577035886371
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
196.931413162257 489.321467146458 -176.014267842506
180.620579363375 439.504774059602 -175.942792106053
180.620579363375 439.504774059602 -175.942792106053
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
216.594126862728 563.148598271102 -174.783261854625
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
236.400791797975 460.744366531064 -176.640452136589
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
205.436656968738 520.704724723672 -175.646254004294
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
226.007119996189 522.453429694572 -175.513158276085
219.145344140803 407.378780291105 -177.619457442786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
235.359369857065 348.308083469289 -178.603868398786
374.766015305339 163.015691041735 -177.998520113309
245.921197564636 334.269826411669 -178.82758915365
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
389.020256548775 144.069661218387 -177.175144779028
175.243712491673 382.804712103536 -175.983218101994
175.243712491673 382.804712103536 -175.983218101994
175.243712491673 382.804712103536 -175.983218101994
221.213440673663 505.29310563455 -175.924580876567
221.213440673663 505.29310563455 -175.924580876567
221.213440673663 505.29310563455 -175.924580876567
239.606977726809 410.05039775215 -177.598656727017
239.606977726809 410.05039775215 -177.598656727017
239.606977726809 410.05039775215 -177.598656727017
239.606977726809 410.05039775215 -177.598656727017
239.606977726809 410.05039775215 -177.598656727017
239.606977726809 410.05039775215 -177.598656727017
395.348372653703 160.836404645993 -177.102523834728
395.348372653703 160.836404645993 -177.102523834728
395.348372653703 160.836404645993 -177.102523834728
402.183632427556 166.764323257754 -176.671069109449
233.101609970267 403.188933739657 -177.756635965391
397.170460823104 173.774158642004 -176.987648794019
397.170460823104 173.774158642004 -176.987648794019
397.170460823104 173.774158642004 -176.987648794019
315.215602136681 244.994865860322 -179.076291780457
315.215602136681 244.994865860322 -179.076291780457
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
298.620017826502 235.335999494423 -179.628209375416
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
279.58697240413 200.359329210921 -180.113003825005
276.294058375231 232.899218997354 -180.091696253539
278.937676665712 163.930241803867 -179.837337844698
278.937676665712 163.930241803867 -179.837337844698
278.937676665712 163.930241803867 -179.837337844698
278.937676665712 163.930241803867 -179.837337844698
278.937676665712 163.930241803867 -179.837337844698
278.937676665712 163.930241803867 -179.837337844698
278.937676665712 163.930241803867 -179.837337844698
271.518419058786 211.59807708532 -179.959414711175
276.790623185074 192.022716351401 -180.10033225959
276.790623185074 192.022716351401 -180.10033225959
277.522564423499 210.670503980715 -179.967153810733
277.522564423499 210.670503980715 -179.967153810733
277.522564423499 210.670503980715 -179.967153810733
277.522564423499 210.670503980715 -179.967153810733
292.600697575946 201.765279239271 -179.931653037935
292.600697575946 201.765279239271 -179.931653037935
293.873035439979 199.048251002251 -180.085693025653
293.873035439979 199.048251002251 -180.085693025653
293.873035439979 199.048251002251 -180.085693025653
293.873035439979 199.048251002251 -180.085693025653
293.873035439979 199.048251002251 -180.085693025653
293.873035439979 199.048251002251 -180.085693025653
293.873035439979 199.048251002251 -180.085693025653
292.11639116219 245.045887027669 -179.640099174028
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
246.982993985804 134.527316629545 -178.445899569496
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
266.779061848711 126.871391096072 -178.809828998532
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
277.924684079594 111.719573881049 -178.474656696338
298.506763088229 94.7327744751436 -178.199829304157
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
351.755614538982 130.307725857412 -178.6824086689
342.902302670351 167.808887958701 -179.088259419221
342.902302670351 167.808887958701 -179.088259419221
342.902302670351 167.808887958701 -179.088259419221
342.902302670351 167.808887958701 -179.088259419221
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
270.13383718938 151.277866697027 -179.335413736439
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
264.10478482641 101.206115682688 -177.588612964506
248.960009625546 348.713211968694 -178.598726346095
248.960009625546 348.713211968694 -178.598726346095
248.960009625546 348.713211968694 -178.598726346095
248.960009625546 348.713211968694 -178.598726346095
278.646580984879 103.468567185043 -178.099930589462
246.176526641901 371.707928580545 -178.233802547479
246.176526641901 371.707928580545 -178.233802547479
249.761114672237 343.87829264355 -178.670935816431
249.761114672237 343.87829264355 -178.670935816431
249.761114672237 343.87829264355 -178.670935816431
249.761114672237 343.87829264355 -178.670935816431
249.761114672237 343.87829264355 -178.670935816431
301.279038375443 66.2620235677041 -176.010340362833
331.507911359742 145.392444741018 -179.03092457675
231.740643347268 267.405609618344 -179.242540110619
231.740643347268 267.405609618344 -179.242540110619
313.853385527044 166.983539838326 -179.724821442776
234.026278604387 264.610328189555 -179.370116004068
312.130070223377 169.091116385933 -179.752650473976
305.827265465977 157.040162112605 -179.765547438482
305.827265465977 157.040162112605 -179.765547438482
305.827265465977 157.040162112605 -179.765547438482
334.736504588285 98.0779880890411 -178.365808557795
216.04959042606 327.155473850051 -178.47600714542
216.04959042606 327.155473850051 -178.47600714542
331.616672500144 104.099572657083 -178.390685354829
331.616672500144 104.099572657083 -178.390685354829
331.616672500144 104.099572657083 -178.390685354829
331.616672500144 104.099572657083 -178.390685354829
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
253.708466840378 270.950952685451 -179.545075539135
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
226.47283966333 286.937159557008 -179.018568894754
266.549258316351 288.590123399016 -179.327734434777
266.549258316351 288.590123399016 -179.327734434777
266.549258316351 288.590123399016 -179.327734434777
266.549258316351 288.590123399016 -179.327734434777
266.549258316351 288.590123399016 -179.327734434777
266.549258316351 288.590123399016 -179.327734434777
262.41102746124 273.714889054102 -179.526843833174
262.41102746124 273.714889054102 -179.526843833174
262.41102746124 273.714889054102 -179.526843833174
262.41102746124 273.714889054102 -179.526843833174
262.41102746124 273.714889054102 -179.526843833174
262.41102746124 273.714889054102 -179.526843833174
379.685860437088 172.41111768877 -177.673138758416
379.685860437088 172.41111768877 -177.673138758416
379.685860437088 172.41111768877 -177.673138758416
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
395.163890337734 158.366653835864 -177.142737344994
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
353.229161853733 143.893747950654 -178.478725977269
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
323.797235904322 118.087384054355 -178.917281040173
179.286514071164 352.779461477822 -176.417273078232
352.824684378831 70.9454689191552 -176.590166925162
352.824684378831 70.9454689191552 -176.590166925162
352.824684378831 70.9454689191552 -176.590166925162
246.98219008932 325.692929756314 -178.946431000888
246.98219008932 325.692929756314 -178.946431000888
246.98219008932 325.692929756314 -178.946431000888
246.98219008932 325.692929756314 -178.946431000888
246.98219008932 325.692929756314 -178.946431000888
246.98219008932 325.692929756314 -178.946431000888
246.98219008932 325.692929756314 -178.946431000888
234.285179311314 249.757396396737 -179.416963811172
301.439383400307 135.78999638219 -179.446914707281
301.439383400307 135.78999638219 -179.446914707281
301.439383400307 135.78999638219 -179.446914707281
244.153918525907 208.664415436248 -179.582491312337
302.506196722332 134.432873746419 -179.417791468511
302.506196722332 134.432873746419 -179.417791468511
302.506196722332 134.432873746419 -179.417791468511
301.679178514818 149.082810643656 -179.457789039478
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
286.469040584748 171.770128847037 -179.934348034885
283.790586728775 167.338852855679 -179.896893833859
267.864539034145 299.037178975295 -179.198444477975
267.864539034145 299.037178975295 -179.198444477975
267.864539034145 299.037178975295 -179.198444477975
267.864539034145 299.037178975295 -179.198444477975
267.864539034145 299.037178975295 -179.198444477975
267.864539034145 299.037178975295 -179.198444477975
267.864539034145 299.037178975295 -179.198444477975
256.915561703886 267.139610147442 -179.589429933512
256.915561703886 267.139610147442 -179.589429933512
256.915561703886 267.139610147442 -179.589429933512
256.915561703886 267.139610147442 -179.589429933512
256.915561703886 267.139610147442 -179.589429933512
256.915561703886 267.139610147442 -179.589429933512
236.320666141232 305.371939811695 -179.108634244472
236.320666141232 305.371939811695 -179.108634244472
236.320666141232 305.371939811695 -179.108634244472
251.985257116887 295.64964521446 -179.299102947923
326.179592797935 117.129624859591 -178.868529070825
326.179592797935 117.129624859591 -178.868529070825
326.179592797935 117.129624859591 -178.868529070825
326.179592797935 117.129624859591 -178.868529070825
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
310.807414888248 85.8237019047232 -177.706558196757
304.727872080239 100.639036708254 -178.502309048808
304.727872080239 100.639036708254 -178.502309048808
304.727872080239 100.639036708254 -178.502309048808
304.727872080239 100.639036708254 -178.502309048808
304.727872080239 100.639036708254 -178.502309048808
304.727872080239 100.639036708254 -178.502309048808
305.178144044972 150.125426184517 -179.457094450873
305.178144044972 150.125426184517 -179.457094450873
305.178144044972 150.125426184517 -179.457094450873
305.178144044972 150.125426184517 -179.457094450873
305.178144044972 150.125426184517 -179.457094450873
305.178144044972 150.125426184517 -179.457094450873
305.178144044972 150.125426184517 -179.457094450873
