# Norm ||Ax - y|| 	 sqrt(x.T L x) 	 lambdas
394.160668377732065 	 14.974404344544695 	 75.752502587719206
394.253311112726522 	 14.962955007863425 	 91.158882997508186
394.372476886269396 	 14.949252575305479 	 109.698579789238181
394.526836910353666 	 14.932871726935863 	 132.008840083141678
394.728174944230091 	 14.913314738415959 	 158.856512942805267
394.992539658816327 	 14.890002606021472 	 191.164407538570373
395.341804724342865 	 14.862266660533646 	 230.043011977292167
395.805757373264896 	 14.829341573282228 	 276.828663039206106
396.424852666060531 	 14.790361055200501 	 333.129478793467001
397.253773114033834 	 14.744358035500738 	 400.880632889846481
398.365905676283035 	 14.690271655451166 	 482.410870416537364
399.858765856976788 	 14.626963958444261 	 580.522551609490733
401.860228386746314 	 14.553249569853506 	 698.587974678526280
404.535128965172476 	 14.467941721050023 	 840.665288561831630
408.091357609106581 	 14.369917362777400 	 1011.637979766207081
421.667894701191813 	 14.121382243111487 	 1217.382727739661959
427.484853347521778 	 14.011948936672010 	 1464.971398307287927
434.927156715509909 	 13.888174002519808 	 1762.914118095951608
444.356431987229826 	 13.749692726479189 	 2121.451784910627794
456.155954286509484 	 13.596646094692776 	 2552.908068239516524
470.704109702140613 	 13.429784173270537 	 3072.112998861759024
488.341356324385970 	 13.250519869467048 	 3696.912707195031999
509.337000555360362 	 13.060905828934061 	 4448.782831127594363
543.491515252592762 	 12.800799157262043 	 5353.566677410718512
569.204714909985796 	 12.618087172728107 	 6442.363508721370636
598.818022229279109 	 12.428930863065824 	 7752.597488629464351
632.333007327205451 	 12.236371187530132 	 9329.304026284695283
676.121327505062254 	 12.016594812001120 	 11226.677735108158231
714.931034696222810 	 11.836237612643231 	 13509.935211980251552
758.008243800474474 	 11.656212286778150 	 16257.556664437934160
805.111319879868233 	 11.479200695115114 	 19563.983435170648590
856.042220302206147 	 11.307134360849174 	 23542.864143224203872
916.143823016023816 	 11.126638069747973 	 28330.961018393300037
973.359816482509586 	 10.971392705342204 	 34092.850697468078579
1035.000553794760890 	 10.820981856275109 	 41026.581058271905931
1101.530183809689333 	 10.675005633623325 	 49370.478528390034626
1173.669832579279500 	 10.532659549919805 	 59411.339849650401447
1255.522847476322795 	 10.388062680243930 	 71494.289865975908469
1341.468265909095635 	 10.251011656763538 	 86034.644166844911524
1437.317249444205572 	 10.113106497827234 	 103532.184329566152883
1542.946457089486557 	 9.975320566195382 	 124588.336429500821396
1664.408483435038534 	 9.831755402730440 	 149926.843278604705120
1802.158667352547127 	 9.683455404799814 	 180418.640939207543852
1959.005080094211507 	 9.528860446401463 	 217111.794569450081326
2137.689340995574184 	 9.366677070977465 	 261267.522556332638487
2343.864151345857408 	 9.193491058914745 	 314403.547159150009975
2578.869012762819693 	 9.009725890324793 	 378346.261713193263859
2848.020166635689748 	 8.812835936312803 	 455293.507486695714761
3152.041304659200250 	 8.603683021119089 	 547890.117959393421188
3495.209890917698885 	 8.380726403237432 	 659318.827133354148827
3879.855720080339779 	 8.143850892072866 	 793409.666579749202356
4308.117437592617534 	 7.893121386658509 	 954771.611420806613751
4780.219408100677356 	 7.629699781598480 	 1148951.000187310855836
5297.243905134218949 	 7.354276456322781 	 1382622.173764659324661
5858.711104411650922 	 7.068390681676800 	 1663816.886076127411798
6463.146560626820246 	 6.774050170657148 	 2002200.371815584367141
7107.983515508843993 	 6.473722129339893 	 2409403.560239526908845
7788.766835648279084 	 6.170610072798451 	 2899422.853882881347090
8504.111641939829497 	 5.866443900652793 	 3489101.213406780734658
9247.660313969228810 	 5.564963961158244 	 4198707.084443905390799
10014.426028862240855 	 5.269050532099256 	 5052631.065335679799318
10801.562729679602853 	 4.980565465412060 	 6080224.261649427004158
11603.986096603399346 	 4.702024739433631 	 7316807.143427207134664
12418.208026482494461 	 4.435144736706761 	 8804883.581643482670188
13238.575795418997586 	 4.182121847058895 	 10595601.792776148766279
14059.305282435556364 	 3.944855907655823 	 12750512.407130127772689
14874.425623751732928 	 3.724953106548902 	 15343684.089300131425261
15678.897428424425016 	 3.523426824154301 	 18464249.428955461829901
16467.853943560141488 	 3.340922458838246 	 22219468.609395284205675
17238.559454830403411 	 3.177285251953666 	 26738416.158399440348148
17991.034191387960163 	 3.031578513353187 	 32176417.502507355064154
18726.881526482971822 	 2.902460410100462 	 38720387.818125568330288
19451.948350424074306 	 2.787851638412192 	 46595256.686646871268749
20176.709828413437208 	 2.685166111710545 	 56071699.382054693996906
20914.607535818107863 	 2.591776422623634 	 67475440.531106859445572
21688.614260912112513 	 2.504410572516676 	 81198449.931840091943741
22525.338923122923006 	 2.420153305473471 	 97712415.353465020656586
23455.328665335175174 	 2.336394171535673 	 117584955.405215814709663
24512.232180725608487 	 2.250850437457798 	 141499129.743457883596420
25730.405402093932935 	 2.161643864140549 	 170276917.222589790821075
27140.848103202493803 	 2.067406190826492 	 204907468.981584608554840
28767.926873922606319 	 1.967267013482418 	 246581107.582260400056839
30624.755415732946858 	 1.860928015242820 	 296730240.818887233734131
32710.376856701586803 	 1.748650681861848 	 357078596.490046977996826
35008.850332140573300 	 1.631205437205275 	 429700470.432083487510681
37489.463990878422919 	 1.509830243711093 	 517092024.289675533771515
40108.937383070573560 	 1.386140005155301 	 622257083.673023104667664
42815.179503685787495 	 1.261996622064830 	 748810385.759003043174744
45551.576659522717819 	 1.139371167541218 	 901101825.166503667831421
48261.648705450745183 	 1.020190926750074 	 1084365968.689608573913574
50892.998928667118889 	 0.906211265433340 	 1304901978.014401674270630
53401.768617156798427 	 0.798855926242179 	 1570290124.729377508163452
55753.429179783001018 	 0.699204774772003 	 1889652339.691211462020874
57923.759029777822434 	 0.607961431892798 	 2273965752.357932090759277
59898.974902468537039 	 0.525449891812997 	 2736439997.074666500091553
61673.944154149423412 	 0.451686508820043 	 3292971255.097147941589355
63251.242995119428087 	 0.386413326762748 	 3962688638.701478481292725
64639.280694382403453 	 0.329169179854530 	 4768611697.714474678039551
65850.199525639691274 	 0.279369498690633 	 5738441648.302404403686523
66898.852398319504573 	 0.236342054465010 	 6905513520.162344932556152
67801.213097568615922 	 0.199386888508967 	 8309941949.353386878967285
68573.392763027630281 	 0.167812121826906 	 10000000000.000000000000000
